regional_division,state,population,article_title,revision_id,article_quality
New England,Maine,1385340.0,"Brighton Plantation, Maine",1174509205,Start
New England,Maine,1385340.0,"Bristol, Maine",1170895430,C
New England,Maine,1385340.0,"Brooklin, Maine",1178507123,C
New England,Maine,1385340.0,"Brooks, Maine",1174509239,Start
New England,Maine,1385340.0,"Brooksville, Maine",1166928437,C
New England,Maine,1385340.0,"Brownfield, Maine",1177210335,C
New England,Maine,1385340.0,"Brownville, Maine",1177501989,C
New England,Maine,1385340.0,"Brunswick, Maine",1177489899,C
New England,Maine,1385340.0,"Buckfield, Maine",1174681280,C
New England,Maine,1385340.0,"Bucksport, Maine",1155864013,C
New England,Maine,1385340.0,"Burlington, Maine",1174509336,C
New England,Maine,1385340.0,"Burnham, Maine",1174509357,Start
New England,Maine,1385340.0,"Buxton, Maine",1164575992,GA
New England,Maine,1385340.0,"Byron, Maine",1174509366,C
New England,Maine,1385340.0,"Calais, Maine",1169372673,C
New England,Maine,1385340.0,"Cambridge, Maine",1174509381,Start
New England,Maine,1385340.0,"Camden, Maine",1178427604,C
New England,Maine,1385340.0,"Canaan, Maine",1174509407,Start
New England,Maine,1385340.0,"Canton, Maine",1174509438,C
New England,Maine,1385340.0,"Cape Elizabeth, Maine",1172706879,C
New England,Maine,1385340.0,"Caratunk, Maine",1157073815,GA
New England,Maine,1385340.0,"Caribou, Maine",1175503554,C
New England,Maine,1385340.0,"Carmel, Maine",1166017291,C
New England,Maine,1385340.0,"Carrabassett Valley, Maine",1174509456,Start
New England,Maine,1385340.0,"Carroll Plantation, Maine",1174509508,Start
New England,Maine,1385340.0,"Carthage, Maine",1174509542,C
New England,Maine,1385340.0,"Casco, Maine",1166017394,C
New England,Maine,1385340.0,"Castine, Maine",1166017420,C
New England,Maine,1385340.0,"Castle Hill, Maine",1175601537,Start
New England,Maine,1385340.0,"Caswell, Maine",1174509669,Start
New England,Maine,1385340.0,"Chapman, Maine",1174509749,Start
New England,Maine,1385340.0,"Charleston, Maine",1174509761,C
New England,Maine,1385340.0,"Charlotte, Maine",1174509782,Start
New England,Maine,1385340.0,"Chebeague Island, Maine",1179338133,Stub
New England,Maine,1385340.0,"Chelsea, Maine",1166017723,C
New England,Maine,1385340.0,"Cherryfield, Maine",1174509807,C
New England,Maine,1385340.0,"Chester, Maine",1175424576,Start
New England,Maine,1385340.0,"Chesterville, Maine",1166017837,Start
New England,Maine,1385340.0,"China, Maine",1179295350,C
New England,Maine,1385340.0,"Clifton, Maine",1174509845,Start
New England,Maine,1385340.0,"Clinton, Maine",1157724738,C
New England,Maine,1385340.0,"Columbia, Maine",1174509914,C
New England,Maine,1385340.0,"Columbia Falls, Maine",1174509903,C
New England,Maine,1385340.0,"Cooper, Maine",1174509958,Start
New England,Maine,1385340.0,"Coplin Plantation, Maine",1178264810,Start
New England,Maine,1385340.0,"Corinna, Maine",1174510003,C
New England,Maine,1385340.0,"Corinth, Maine",1166018827,C
New England,Maine,1385340.0,"Cornish, Maine",1166018855,C
New England,Maine,1385340.0,"Cornville, Maine",1180073325,Start
New England,Maine,1385340.0,"Cranberry Isles, Maine",1166019043,Start
New England,Maine,1385340.0,"Crawford, Maine",1174510039,Start
New England,Maine,1385340.0,"Crystal, Maine",1114983838,Start
New England,Maine,1385340.0,"Cumberland, Maine",1166066239,C
New England,Maine,1385340.0,"Cushing, Maine",1166066258,C
New England,Maine,1385340.0,"Cutler, Maine",1174510065,C
New England,Maine,1385340.0,"Cyr Plantation, Maine",1178265181,Start
New England,Maine,1385340.0,"Dallas Plantation, Maine",1178265379,Start
New England,Maine,1385340.0,"Damariscotta, Maine",1166066337,C
New England,Maine,1385340.0,"Danforth, Maine",1155334199,Start
New England,Maine,1385340.0,"Dayton, Maine",1166066490,C
New England,Maine,1385340.0,"Deblois, Maine",1174510114,Start
New England,Maine,1385340.0,"Dedham, Maine",1166066540,C
New England,Maine,1385340.0,"Deer Isle, Maine",1168734367,GA
New England,Maine,1385340.0,"Denmark, Maine",1166066714,C
New England,Maine,1385340.0,"Dennistown, Maine",1174510122,Start
New England,Maine,1385340.0,"Dennysville, Maine",1166066723,Start
New England,Maine,1385340.0,"Detroit, Maine",1174510146,Start
New England,Maine,1385340.0,"Dexter, Maine",1166066797,C
New England,Maine,1385340.0,"Dixfield, Maine",1162921623,C
New England,Maine,1385340.0,"Dixmont, Maine",1174510167,C
New England,Maine,1385340.0,"Dover-Foxcroft, Maine",1168232602,GA
New England,Maine,1385340.0,"Dresden, Maine",1174510182,C
New England,Maine,1385340.0,"Drew Plantation, Maine",1175674164,Stub
New England,Maine,1385340.0,"Durham, Maine",1166067164,C
New England,Maine,1385340.0,"Dyer Brook, Maine",1174510207,Start
New England,Maine,1385340.0,"Eagle Lake, Maine",1174510216,C
New England,Maine,1385340.0,"East Machias, Maine",1174510316,Start
New England,Maine,1385340.0,"East Millinocket, Maine",1156611324,C
New England,Maine,1385340.0,"Eastbrook, Maine",1174510338,C
New England,Maine,1385340.0,"Easton, Maine",1166067301,GA
New England,Maine,1385340.0,"Eastport, Maine",1177290475,C
New England,Maine,1385340.0,"Eddington, Maine",1166067447,C
New England,Maine,1385340.0,"Edgecomb, Maine",1171733751,C
New England,Maine,1385340.0,"Edinburg, Maine",1174510361,Start
New England,Maine,1385340.0,"Eliot, Maine",1166059780,C
New England,Maine,1385340.0,"Ellsworth, Maine",1165844989,C
New England,Maine,1385340.0,"Embden, Maine",1166067680,GA
New England,Maine,1385340.0,"Enfield, Maine",1166067717,GA
New England,Maine,1385340.0,"Etna, Maine",1174510390,C
New England,Maine,1385340.0,"Eustis, Maine",1174510423,C
New England,Maine,1385340.0,"Exeter, Maine",1174510442,C
New England,Maine,1385340.0,"Fairfield, Maine",1157089080,C
New England,Maine,1385340.0,"Falmouth, Maine",1168616013,C
New England,Maine,1385340.0,"Farmingdale, Maine",1157724651,C
New England,Maine,1385340.0,"Farmington, Maine",1169888444,C
New England,Maine,1385340.0,"Fayette, Maine",1174510465,C
New England,Maine,1385340.0,"Fort Fairfield, Maine",1179350992,C
New England,Maine,1385340.0,"Fort Kent, Maine",1177095521,GA
New England,Maine,1385340.0,"Frankfort, Maine",1174510487,C
New England,Maine,1385340.0,"Franklin, Maine",1166068638,C
New England,Maine,1385340.0,"Freedom, Maine",1174510512,C
New England,Maine,1385340.0,"Freeport, Maine",1178533899,C
New England,Maine,1385340.0,"Frenchboro, Maine",1174510526,C
New England,Maine,1385340.0,"Frenchville, Maine",1177094767,C
New England,Maine,1385340.0,"Friendship, Maine",1167072942,C
New England,Maine,1385340.0,"Frye Island, Maine",1179343555,C
New England,Maine,1385340.0,"Fryeburg, Maine",1159284235,C
New England,Maine,1385340.0,"Gardiner, Maine",1172664106,C
New England,Maine,1385340.0,"Garfield Plantation, Maine",1132675697,Start
New England,Maine,1385340.0,"Garland, Maine",1174510575,C
New England,Maine,1385340.0,"Georgetown, Maine",1132676255,C
New England,Maine,1385340.0,"Gilead, Maine",1174510610,C
New England,Maine,1385340.0,"Glenburn, Maine",1156530098,Start
New England,Maine,1385340.0,"Glenwood Plantation, Maine",1177198643,Start
New England,Maine,1385340.0,"Gorham, Maine",1174705390,C
New England,Maine,1385340.0,"Gouldsboro, Maine",1178367472,C
New England,Maine,1385340.0,"Grand Isle, Maine",1174510625,Start
New England,Maine,1385340.0,"Grand Lake Stream, Maine",1175405392,C
New England,Maine,1385340.0,"Gray, Maine",1166069776,C
New England,Maine,1385340.0,"Great Pond, Maine",1166069785,Start
New England,Maine,1385340.0,"Greenbush, Maine",1166179958,Start
New England,Maine,1385340.0,"Greene, Maine",1166179969,C
New England,Maine,1385340.0,"Greenville, Maine",1166180034,GA
New England,Maine,1385340.0,"Greenwood, Maine",1174510655,C
New England,Maine,1385340.0,"Guilford, Maine",1159401295,C
New England,Maine,1385340.0,"Hallowell, Maine",1175892685,C
New England,Maine,1385340.0,"Hamlin, Maine",1174510675,Start
New England,Maine,1385340.0,"Hammond, Maine",1175362182,Start
New England,Maine,1385340.0,"Hampden, Maine",1175397834,C
New England,Maine,1385340.0,"Hancock, Maine",1166180401,C
New England,Maine,1385340.0,"Hanover, Maine",1166180443,C
New England,Maine,1385340.0,"Harmony, Maine",1174510722,C
New England,Maine,1385340.0,"Harpswell, Maine",1178425891,C
New England,Maine,1385340.0,"Harrington, Maine",1166180553,C
New England,Maine,1385340.0,"Harrison, Maine",1166180576,GA
New England,Maine,1385340.0,"Hartford, Maine",1174510749,Start
New England,Maine,1385340.0,"Hartland, Maine",1157091720,C
New England,Maine,1385340.0,"Haynesville, Maine",1174412908,Start
New England,Maine,1385340.0,"Hebron, Maine",1174510767,C
New England,Maine,1385340.0,"Hermon, Maine",1166180906,C
New England,Maine,1385340.0,"Hersey, Maine",1174510793,Start
New England,Maine,1385340.0,"Highland Plantation, Maine",1178266072,Start
New England,Maine,1385340.0,"Hiram, Maine",1174510851,C
New England,Maine,1385340.0,"Hodgdon, Maine",1174510890,C
New England,Maine,1385340.0,"Holden, Maine",1166181187,Start
New England,Maine,1385340.0,"Hollis, Maine",1173831578,C
New England,Maine,1385340.0,"Hope, Maine",1166181363,C
New England,Maine,1385340.0,"Houlton, Maine",1174160140,GA
New England,Maine,1385340.0,"Howland, Maine",1174510915,C
New England,Maine,1385340.0,"Hudson, Maine",1166181491,C
New England,Maine,1385340.0,"Industry, Maine",1174510928,Start
New England,Maine,1385340.0,"Island Falls, Maine",1166181751,Start
New England,Maine,1385340.0,"Isle au Haut, Maine",1177218916,GA
New England,Maine,1385340.0,"Islesboro, Maine",1170788712,C
New England,Maine,1385340.0,"Jackman, Maine",1179546053,C
New England,Maine,1385340.0,"Jackson, Maine",1174510984,C
New England,Maine,1385340.0,"Jay, Maine",1176339097,GA
New England,Maine,1385340.0,"Jefferson, Maine",1166181954,C
New England,Maine,1385340.0,"Jonesboro, Maine",1174511009,C
New England,Maine,1385340.0,"Jonesport, Maine",1178147038,C
New England,Maine,1385340.0,"Kenduskeag, Maine",1166182207,Start
New England,Maine,1385340.0,"Kennebunk, Maine",1172898961,C
New England,Maine,1385340.0,"Kennebunkport, Maine",1177472944,C
New England,Maine,1385340.0,"Kingfield, Maine",1174511039,C
New England,Maine,1385340.0,"Kingsbury Plantation, Maine",1174511082,C
New England,Maine,1385340.0,"Kittery, Maine",1176239816,C
New England,Maine,1385340.0,"Knox, Maine",1166182593,C
New England,Maine,1385340.0,"Lagrange, Maine",1174511104,C
New England,Maine,1385340.0,"Lake View Plantation, Maine",1174511115,Start
New England,Maine,1385340.0,"Lakeville, Maine",1174511152,Start
New England,Maine,1385340.0,"Lamoine, Maine",1166205469,C
New England,Maine,1385340.0,"Lebanon, Maine",1166205662,C
New England,Maine,1385340.0,"Lee, Maine",1175069100,Start
New England,Maine,1385340.0,"Leeds, Maine",1168616311,C
New England,Maine,1385340.0,"Levant, Maine",1166205846,C
New England,Maine,1385340.0,"Lewiston, Maine",1178167795,B
New England,Maine,1385340.0,"Liberty, Maine",1175161460,C
New England,Maine,1385340.0,"Limerick, Maine",1159786017,C
New England,Maine,1385340.0,"Limestone, Maine",1166205956,C
New England,Maine,1385340.0,"Limington, Maine",1166205960,C
New England,Maine,1385340.0,"Lincoln, Maine",1159400170,C
New England,Maine,1385340.0,"Lincoln Plantation, Maine",1161508107,Start
New England,Maine,1385340.0,"Lincolnville, Maine",1174304798,C
New England,Maine,1385340.0,"Linneus, Maine",1174511195,Start
New England,Maine,1385340.0,"Lisbon, Maine",1166206075,C
New England,Maine,1385340.0,"Litchfield, Maine",1166206119,C
New England,Maine,1385340.0,"Littleton, Maine",1174511213,C
New England,Maine,1385340.0,"Livermore, Maine",1166206179,C
New England,Maine,1385340.0,"Livermore Falls, Maine",1173863306,C
New England,Maine,1385340.0,"Long Island, Maine",1160433946,C
New England,Maine,1385340.0,"Lovell, Maine",1174511232,GA
New England,Maine,1385340.0,"Lowell, Maine",1174511240,Start
New England,Maine,1385340.0,"Lubec, Maine",1169072997,C
New England,Maine,1385340.0,"Ludlow, Maine",1174511265,C
New England,Maine,1385340.0,"Lyman, Maine",1166498355,C
New England,Maine,1385340.0,"Machias, Maine",1176105678,C
New England,Maine,1385340.0,"Machiasport, Maine",1166206614,C
New England,Maine,1385340.0,"Macwahoc, Maine",121078621,Stub
New England,Maine,1385340.0,"Madawaska, Maine",1177095941,C
New England,Maine,1385340.0,"Madison, Maine",1167989079,C
New England,Maine,1385340.0,"Manchester, Maine",1157719731,C
New England,Maine,1385340.0,"Mapleton, Maine",1166206838,Start
New England,Maine,1385340.0,"Mariaville, Maine",1178565671,C
New England,Maine,1385340.0,"Mars Hill, Maine",1174511358,C
New England,Maine,1385340.0,"Marshfield, Maine",1174511381,Start
New England,Maine,1385340.0,"Masardis, Maine",1166207156,Start
New England,Maine,1385340.0,"Matinicus Isle, Maine",1144268047,GA
New England,Maine,1385340.0,"Mattawamkeag, Maine",1174511413,C
New England,Maine,1385340.0,"Maxfield, Maine",1174511444,Start
New England,Maine,1385340.0,"Mechanic Falls, Maine",1166207401,C
New England,Maine,1385340.0,"Meddybemps, Maine",1174511457,Start
New England,Maine,1385340.0,"Medford, Maine",1166207424,C
New England,Maine,1385340.0,"Medway, Maine",1174511465,C
New England,Maine,1385340.0,"Mercer, Maine",1166207516,Start
New England,Maine,1385340.0,"Merrill, Maine",1166207546,Start
New England,Maine,1385340.0,"Mexico, Maine",1179271345,C
New England,Maine,1385340.0,"Milbridge, Maine",1166207791,C
New England,Maine,1385340.0,"Milford, Maine",1177713684,C
New England,Maine,1385340.0,"Millinocket, Maine",1169172055,GA
New England,Maine,1385340.0,"Milo, Maine",1171507206,C
New England,Maine,1385340.0,"Minot, Maine",1166208066,C
New England,Maine,1385340.0,"Monhegan, Maine",1177849510,GA
New England,Maine,1385340.0,"Monmouth, Maine",1177051303,C
New England,Maine,1385340.0,"Monroe, Maine",1166208196,Start
New England,Maine,1385340.0,"Monson, Maine",1166208215,C
New England,Maine,1385340.0,"Monticello, Maine",1166208357,C
New England,Maine,1385340.0,"Montville, Maine",1174073228,C
New England,Maine,1385340.0,"Moose River, Maine",1166208534,Start
New England,Maine,1385340.0,"Moro Plantation, Maine",1176357915,Start
New England,Maine,1385340.0,"Morrill, Maine",1174511597,C
New England,Maine,1385340.0,"Moscow, Maine",1166208625,C
New England,Maine,1385340.0,"Mount Chase, Maine",1166208686,C
New England,Maine,1385340.0,"Mount Desert, Maine",1166208712,C
New England,Maine,1385340.0,"Mount Vernon, Maine",1166208782,C
New England,Maine,1385340.0,"Naples, Maine",1166208902,C
New England,Maine,1385340.0,"Nashville Plantation, Maine",1174511604,Start
New England,Maine,1385340.0,"New Canada, Maine",1172710727,Start
New England,Maine,1385340.0,"New Gloucester, Maine",1166209098,C
New England,Maine,1385340.0,"New Limerick, Maine",1166209205,Start
New England,Maine,1385340.0,"New Portland, Maine",1166209298,C
New England,Maine,1385340.0,"New Sharon, Maine",1166636225,C
New England,Maine,1385340.0,"New Sweden, Maine",1166209341,C
New England,Maine,1385340.0,"New Vineyard, Maine",1166209346,Start
New England,Maine,1385340.0,"Newburgh, Maine",1166209440,Start
New England,Maine,1385340.0,"Newcastle, Maine",1168422298,C
New England,Maine,1385340.0,"Newfield, Maine",1166209495,C
New England,Maine,1385340.0,"Newport, Maine",1164687526,GA
New England,Maine,1385340.0,"Newry, Maine",1166209554,C
New England,Maine,1385340.0,"Nobleboro, Maine",1157526650,C
New England,Maine,1385340.0,"Norridgewock, Maine",1157118349,C
New England,Maine,1385340.0,"North Berwick, Maine",1159751253,C
New England,Maine,1385340.0,"North Haven, Maine",1158969812,GA
New England,Maine,1385340.0,"North Yarmouth, Maine",1177193226,C
New England,Maine,1385340.0,"Northfield, Maine",1166209815,Start
New England,Maine,1385340.0,"Northport, Maine",1166209842,GA
New England,Maine,1385340.0,"Norway, Maine",1179472370,GA
New England,Maine,1385340.0,"Oakfield, Maine",1166209999,Start
New England,Maine,1385340.0,"Oakland, Maine",1166210018,C
New England,Maine,1385340.0,"Ogunquit, Maine",1177239007,C
New England,Maine,1385340.0,"Old Orchard Beach, Maine",1167416208,C
New England,Maine,1385340.0,"Old Town, Maine",1175660131,C
New England,Maine,1385340.0,"Orient, Maine",1166210607,Start
New England,Maine,1385340.0,"Orland, Maine",1166210643,Start
New England,Maine,1385340.0,"Orono, Maine",1156302270,C
New England,Maine,1385340.0,"Orrington, Maine",1166210676,C
New England,Maine,1385340.0,"Osborn, Maine",1166210705,Start
New England,Maine,1385340.0,"Otis, Maine",1166210757,Start
New England,Maine,1385340.0,"Otisfield, Maine",1174511818,C
New England,Maine,1385340.0,"Owls Head, Maine",1166210805,C
New England,Maine,1385340.0,"Oxford, Maine",1159435066,C
New England,Maine,1385340.0,"Palermo, Maine",1169601520,C
New England,Maine,1385340.0,"Palmyra, Maine",1166210883,Start
New England,Maine,1385340.0,"Paris, Maine",1177386730,C
New England,Maine,1385340.0,"Parkman, Maine",1166210967,C
New England,Maine,1385340.0,"Parsonsfield, Maine",1174511862,C
New England,Maine,1385340.0,"Passadumkeag, Maine",1166210998,C
New England,Maine,1385340.0,"Patten, Maine",1166211016,C
New England,Maine,1385340.0,"Pembroke, Maine",1166211130,C
New England,Maine,1385340.0,"Penobscot, Maine",1166211155,Start
New England,Maine,1385340.0,"Perham, Maine",1114982458,Start
New England,Maine,1385340.0,"Perry, Maine",1166211184,C
New England,Maine,1385340.0,"Peru, Maine",1166211213,C
New England,Maine,1385340.0,"Phillips, Maine",1166211252,C
New England,Maine,1385340.0,"Phippsburg, Maine",1166211266,C
New England,Maine,1385340.0,"Pittsfield, Maine",1157123961,C
New England,Maine,1385340.0,"Pittston, Maine",1166229013,C
New England,Maine,1385340.0,"Pleasant Ridge Plantation, Maine",1154903805,Start
New England,Maine,1385340.0,"Plymouth, Maine",1175362256,Start
New England,Maine,1385340.0,"Poland, Maine",1166229160,GA
New England,Maine,1385340.0,"Portage Lake, Maine",1166229259,C
New England,Maine,1385340.0,"Porter, Maine",1166229274,C
New England,Maine,1385340.0,"Portland, Maine",1177949498,B
New England,Maine,1385340.0,"Pownal, Maine",1174511885,C
New England,Maine,1385340.0,"Presque Isle, Maine",1174313212,C
New England,Maine,1385340.0,"Princeton, Maine",1166229430,Start
New England,Maine,1385340.0,"Prospect, Maine",1166229461,C
New England,Maine,1385340.0,"Randolph, Maine",1165232083,GA
New England,Maine,1385340.0,"Rangeley, Maine",1179546303,GA
New England,Maine,1385340.0,"Rangeley Plantation, Maine",1158396206,Start
New England,Maine,1385340.0,"Raymond, Maine",1166229632,C
New England,Maine,1385340.0,"Readfield, Maine",1166229650,C
New England,Maine,1385340.0,"Reed Plantation, Maine",1174511919,Start
New England,Maine,1385340.0,"Richmond, Maine",1166229841,C
New England,Maine,1385340.0,"Ripley, Maine",1166229971,Start
New England,Maine,1385340.0,"Robbinston, Maine",1166230069,C
New England,Maine,1385340.0,"Rockland, Maine",1177872063,GA
New England,Maine,1385340.0,"Rockport, Maine",1167548155,C
New England,Maine,1385340.0,"Rome, Maine",1166230239,C
New England,Maine,1385340.0,"Roque Bluffs, Maine",1166230262,Start
New England,Maine,1385340.0,"Roxbury, Maine",1166230343,C
New England,Maine,1385340.0,"Rumford, Maine",1172512374,C
New England,Maine,1385340.0,"Sabattus, Maine",1166230548,C
New England,Maine,1385340.0,"Saco, Maine",1176982087,GA
New England,Maine,1385340.0,"Saint John Plantation, Maine",1174511931,Start
New England,Maine,1385340.0,"Sandy River Plantation, Maine",1174511952,Start
New England,Maine,1385340.0,"Sanford, Maine",1165900843,C
New England,Maine,1385340.0,"Sangerville, Maine",1176911643,C
New England,Maine,1385340.0,"Scarborough, Maine",1171535857,C
New England,Maine,1385340.0,"Searsmont, Maine",1166230904,C
New England,Maine,1385340.0,"Searsport, Maine",1177197627,GA
New England,Maine,1385340.0,"Sebago, Maine",1160695870,C
New England,Maine,1385340.0,"Sebec, Maine",1166230912,Start
New England,Maine,1385340.0,"Seboeis Plantation, Maine",1156217550,Start
New England,Maine,1385340.0,"Sedgwick, Maine",1166230934,C
New England,Maine,1385340.0,"Shapleigh, Maine",1166231090,C
New England,Maine,1385340.0,"Sherman, Maine",1166231209,Start
New England,Maine,1385340.0,"Shirley, Maine",1166231248,Start
New England,Maine,1385340.0,"Sidney, Maine",1166231311,C
New England,Maine,1385340.0,"Skowhegan, Maine",1157139070,C
New England,Maine,1385340.0,"Smithfield, Maine",1166231444,C
New England,Maine,1385340.0,"Smyrna, Maine",1166231475,C
New England,Maine,1385340.0,"Solon, Maine",1166231511,C
New England,Maine,1385340.0,"Somerville, Maine",1166231527,Start
New England,Maine,1385340.0,"Sorrento, Maine",1166231548,Start
New England,Maine,1385340.0,"South Berwick, Maine",1159684967,C
New England,Maine,1385340.0,"South Bristol, Maine",1175632840,C
New England,Maine,1385340.0,"South Thomaston, Maine",1166329811,C
New England,Maine,1385340.0,"South Portland, Maine",1179922799,C
New England,Maine,1385340.0,"Southport, Maine",1171733698,C
New England,Maine,1385340.0,"Southwest Harbor, Maine",1166329869,C
New England,Maine,1385340.0,"Springfield, Maine",1175060251,Start
New England,Maine,1385340.0,"St. Agatha, Maine",1179405863,C
New England,Maine,1385340.0,"St. Albans, Maine",1166330109,Start
New England,Maine,1385340.0,"St. Francis, Maine",1166330135,Start
New England,Maine,1385340.0,"St. George, Maine",1177292710,GA
New England,Maine,1385340.0,"Stacyville, Maine",1166330260,Start
New England,Maine,1385340.0,"Standish, Maine",1166330280,C
New England,Maine,1385340.0,"Starks, Maine",1166330377,C
New England,Maine,1385340.0,"Stetson, Maine",1166330462,Start
New England,Maine,1385340.0,"Steuben, Maine",1166330469,C
New England,Maine,1385340.0,"Stockholm, Maine",1166330516,C
New England,Maine,1385340.0,"Stockton Springs, Maine",1166330521,C
New England,Maine,1385340.0,"Stoneham, Maine",1166330535,Start
New England,Maine,1385340.0,"Stonington, Maine",1166330594,C
New England,Maine,1385340.0,"Stow, Maine",1166330615,Start
New England,Maine,1385340.0,"Strong, Maine",1174512083,C
New England,Maine,1385340.0,"Sullivan, Maine",1166330764,C
New England,Maine,1385340.0,"Sumner, Maine",1166330836,C
New England,Maine,1385340.0,"Surry, Maine",1166330926,C
New England,Maine,1385340.0,"Swan's Island, Maine",1162063830,C
New England,Maine,1385340.0,"Swanville, Maine",1166330970,C
New England,Maine,1385340.0,"Sweden, Maine",1161676227,C
New England,Maine,1385340.0,"Talmadge, Maine",1166331099,Start
New England,Maine,1385340.0,"Temple, Maine",1166331179,C
New England,Maine,1385340.0,"The Forks, Maine",1154903880,Start
New England,Maine,1385340.0,"Thomaston, Maine",1165065292,C
New England,Maine,1385340.0,"Thorndike, Maine",1175294337,Start
New England,Maine,1385340.0,"Topsfield, Maine",1166331484,Start
New England,Maine,1385340.0,"Topsham, Maine",1161837097,C
New England,Maine,1385340.0,"Tremont, Maine",1168617910,C
New England,Maine,1385340.0,"Trenton, Maine",1166331586,C
New England,Maine,1385340.0,"Troy, Maine",1166331659,Start
New England,Maine,1385340.0,"Turner, Maine",1166331758,C
New England,Maine,1385340.0,"Union, Maine",1166331901,C
New England,Maine,1385340.0,"Unity, Maine",1179430878,C
New England,Maine,1385340.0,"Upton, Maine",1166331948,Start
New England,Maine,1385340.0,"Van Buren, Maine",1133849248,C
New England,Maine,1385340.0,"Vanceboro, Maine",1166332044,C
New England,Maine,1385340.0,"Vassalboro, Maine",1157661972,C
New England,Maine,1385340.0,"Veazie, Maine",1166332085,C
New England,Maine,1385340.0,"Verona Island, Maine",1155712214,C
New England,Maine,1385340.0,"Vienna, Maine",1166332191,Start
New England,Maine,1385340.0,"Vinalhaven, Maine",1166332231,C
New England,Maine,1385340.0,"Wade, Maine",1166332306,Start
New England,Maine,1385340.0,"Waite, Maine",1166332327,Start
New England,Maine,1385340.0,"Waldo, Maine",1166332376,C
New England,Maine,1385340.0,"Waldoboro, Maine",1169395605,C
New England,Maine,1385340.0,"Wales, Maine",1166332385,C
New England,Maine,1385340.0,"Wallagrass, Maine",1166332428,Start
New England,Maine,1385340.0,"Waltham, Maine",1166332498,Start
New England,Maine,1385340.0,"Warren, Maine",1166332598,GA
New England,Maine,1385340.0,"Washburn, Maine",1166332658,C
New England,Maine,1385340.0,"Washington, Maine",1175258575,C
New England,Maine,1385340.0,"Waterboro, Maine",1159673721,C
New England,Maine,1385340.0,"Waterville, Maine",1165906773,GA
New England,Maine,1385340.0,"Waterford, Maine",1166332741,C
New England,Maine,1385340.0,"Wayne, Maine",1172756766,C
